Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018500077-A00142,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,,,,,,,,,,,25,94376,0,96384
WB2018500077-A00142,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,,,,,,,,,,26,94376,134,96384
WB2018500077-A00142,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,,,,,,,,,27,94242,0,96384
WB2018500077-A00142,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,,,,,,,,28,94242,2589,96384
WB2018500077-A00142,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,LS-058,,,,,,,-1,91653,983,96384
WB2018500077-A00143,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96384,4016,96384
WB2018500077-A00143,CR-051,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,9,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,,,,,,,,,,,,,,,,,,,,,,,,,11,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,,,,,,,,,,,,,,,,,,,,,,,,12,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,,,,,,,,,,,,,,,,,,,,,,,13,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,,,,,,,,,,,,,,,,,,,,,,14,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,15,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,16,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,,,,,,,,,,,,,,,,,,,17,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,,,,,,,,,,,,,,,,,,18,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,,,,,,,,,,,,,,,,,19,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,,,,,,,,,,,,,,,,20,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,,,,,,,,,,,,,,,21,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,,,,,,,,,,,,,,22,92368,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,,,,,,,,,,,,,23,92368,2008,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,,,,,,,,,,,,24,90360,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,LK-006,,,,,,,,,,,25,90360,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,LK-006,FT-089,,,,,,,,,,26,90360,110,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,,,,,,,,,27,90250,0,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,,,,,,,,28,90250,2511,96384
WB2018500077-A00143,CR-051,CR-046,OV-148,SP-005,PL-024,DR-004,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-133,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,LS-058,,,,,,,-1,87739,973,96384
WB2018500077-A00144,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96384,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96384,4016,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,10,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,,,,,,,,,,,,,,,,,,,,,,,,,11,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,,,,,,,,,,,,,,,,,,,,,,,,12,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,,,,,,,,,,,,,,,,,,,,,,,13,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,,,,,,,,,,,,,,,,,,,,,,14,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,15,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,16,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,,,,,,,,,,,,,,,,,,,17,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,,,,,,,,,,,,,,,,,,18,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,,,,,,,,,,,,,,,,,19,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,,,,,,,,,,,,,,,,20,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,,,,,,,,,,,,,,,21,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,,,,,,,,,,,,,,22,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,,,,,,,,,,,,,23,92368,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,,,,,,,,,,,,24,92368,2008,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,,,,,,,,,,,25,90360,1004,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,,,,,,,,,,26,89356,2118,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,,,,,,,,,27,87238,0,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,,,,,,,,28,87238,1568,96384
WB2018500077-A00144,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-104,OV-121,EX-004,DM-006,OV-133,GP-005,PT-086,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LK-006,FT-089,MS-039,MS-040,LS-058,,,,,,,-1,85670,924,96384
WB2018500077-A00149,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,,,,,,,,,,,,,,,,,,,,,,,,,11,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,,,,,,,,,,,,,,,,,,,,,,,,12,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,,,,,,,,,,,,,,,,,,,,,,,13,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,,,,,,,,,,,,,,,,,,,,,,14,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,15,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,16,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,,,,,,,,,,,,,,,,,,,17,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,,,,,,,,,,,,,,,,,,18,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,,,,,,,,,,,,,,,,,19,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,,,,,,,,,,,,,,,,20,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,,,,,,,,,,,,,,,21,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,,,,,,,,,,,,,,22,96384,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,,,,,,,,,,,,,23,96384,4016,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,,,,,,,,,,,,24,92368,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,LK-006,,,,,,,,,,,25,92368,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,LK-006,FT-089,,,,,,,,,,26,92368,140,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,LK-006,FT-089,MS-039,,,,,,,,,27,92228,0,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,LK-006,FT-089,MS-039,MS-040,,,,,,,,28,92228,2585,96384
WB2018500077-A00149,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-005,PT-104,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-065,LK-006,FT-089,MS-039,MS-040,LS-058,,,,,,,-1,89643,968,96384
WB2018500077-A00150,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,10,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,,,,,,,,,,,,,,,,,,,,,,,,,11,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,,,,,,,,,,,,,,,,,,,,,,,,12,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,,,,,,,,,,,,,,,,,,,,,,,13,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,,,,,,,,,,,,,,,,,,,,,,14,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,15,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,16,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,,,,,,,,,,,,,,,,,,,17,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,,,,,,,,,,,,,,,,,,18,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,,,,,,,,,,,,,,,,,19,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,,,,,,,,,,,,,,,,20,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,,,,,,,,,,,,,,,21,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,,,,,,,,,,,,,,22,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,,,,,,,,,,,,,23,96384,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,,,,,,,,,,,,24,96384,0,96384
